DISPANCESLR, INCLINOMETERYMAX, INCLINOMETERYZC, GROUNDSPEED, DEPTH, INCLINOMETERXZC, MEPOWER, METORQUE, INCLINOMETERXMAX, TRANSVERSEGROUNDSPEED, WINDANGLE, WINDSPEED, MEFOFLOW, DEPTHOFFSET, INCLINOMETERYMIN, COMMANDEDRUDDERANGLE, VESSELHEAD, LATITUDE, MERPM, RUDDERANGLE, SPEEDKNOTS, LONGTITUDE, INCLINOMETERXMIN, GEFOTOTALVOLUME, GEFOFLOW, WATERSPEED, TRACKDEGREES, MEFOTOTALVOLUME, TOTALACCUMULATEDDISTANCE, TIMESTAMP
15.97,72305.2,-0.46,0.2,-0.11,0,17.68,16663.48,22.28,7.3,60,-0.36,-16.79,125.87,1.37,0,-1.06,307.27,68.58,-0.74,16.1,10337.76,-0.27,5.2,88452.6,16.48,307.33,71797.57,45932,1/24/2013 14:17
15.91,72306.55,-0.15,0.4,-0.11,0,16.4,17008.02,22.73,-0.33,7.17,60,-23.65,127.28,-1.19,1.1,0,309.57,-1.22,16.03,68.49,10335.99,-0.28,5.4,88479.2,16.29,309.14,71798.93,45962.2,1/24/2013 14:22
-0.46,72307.87,16.04,0,18.74,-0.12,16741.29,21.76,0,-0.35,8.66,60,-32.19,128.7,-0.89,1,0,308.7,-1.43,16.09,68.49,10334.27,5.4,88505.8,-0.27,16.39,308.17,71800.25,45992,1/24/2013 14:27
-0.52,72309.33,15.99,0,19.04,-0.12,16752.61,21.95,0,-0.4,8.85,62,-33.45,130.11,-0.79,0.8,0,308.37,-1.17,16.07,68.45,10332.51,5.2,88532.4,-0.28,16.39,307.86,71801.69,46022.2,1/24/2013 14:32
-0.61,72310.64,15.99,0,17.45,-0.11,16834.09,0,22.09,-0.43,8.64,60,-30.51,131.52,0.51,0,-0.82,307.99,-0.86,16.1,68.49,10330.72,5,88558,-0.28,16.34,307.43,71803.04,46052.8,1/24/2013 14:37
72311.99,16.12,-0.4,0,18.87,-0.11,16846.14,0,21.75,-0.47,8.63,60,-25.44,132.81,1.29,0,-1.13,305.97,-1.07,16.16,68.47,10329.02,5.2,88583.6,-0.28,16.36,305.33,71804.35,46083,1/24/2013 14:42
72313.42,16.23,-0.57,0,19.27,-0.12,16704.59,0,23.13,-0.43,9.38,60,-34.53,134.16,0.6,0,-0.92,305.8,-0.33,16.2,68.54,10327.18,5.2,88609.2,-0.28,16.37,305,71805.81,46113,1/24/2013 14:47
72314.85,16.22,-0.38,0,17.71,-0.11,0,16959.66,22.58,-0.41,9.53,60,-37.18,135.66,306.38,1.15,0,-0.77,-1.23,16.28,68.48,10325.1,5,88637.5,-0.28,16.35,305.63,46146,71807.23,1/24/2013 14:52
72316.3,16.28,-0.41,0,18.77,-0.11,0,16824.71,21.86,-0.45,9.9,-37.69,60,137.04,306.72,1.23,0,-0.68,-1.29,16.33,68.54,10323.23,5,88665,-0.28,16.38,306,46179,71808.68,1/24/2013 14:57
72317.72,16.32,0.03,0.4,-0.11,0,16.84,16933.98,22.27,-0.48,9.18,-34.92,62,138.42,307.21,2.42,0,-1.14,-2.52,16.35,68.61,10321.39,5.2,88690.8,-0.29,16.3,306.71,46209.8,71810.1,1/24/2013 15:02
72319.07,16.52,-0.14,0,-0.12,0,24.28,16476.96,22.71,-0.32,8.94,-30.39,60,139.79,1.54,306.86,0,-1.52,0.91,16.49,68.38,10319.57,5,88716,-0.29,16.52,305.86,46240,71811.46,1/24/2013 15:07
72320.43,16.49,0.64,1.2,0,24.87,-0.12,16505.01,22.34,-0.4,-25.16,7.81,58,141.26,3.44,313.05,0,-1.58,-0.07,16.41,68.48,10317.77,5.2,88741.2,-0.29,16.43,312.17,46269.6,71812.78,1/24/2013 15:12
72321.83,16.31,-0.4,0,0,22.29,-0.13,16341.15,22.78,-0.37,-26.8,7.37,60,142.79,2.52,308.06,0,-1.81,1.8,16.3,68.54,10316.06,5,88767,-0.3,16.22,308.29,46299,71814.23,1/24/2013 15:17
-0.61,0,72323.17,16.43,0,24.02,16627.61,-0.13,22.95,8.14,58,-26.44,-0.46,144.16,0.56,-0.88,0,306.54,-0.87,16.5,68.55,10314.25,-0.29,5.2,88792.4,16.33,306.43,46328.4,71815.57,1/24/2013 15:22
72324.51,16.64,-0.54,0,23.16,0,-0.12,16469.42,22.89,-0.39,8.56,60,-32.67,145.56,0.81,0,-0.8,306.33,68.41,-1.16,16.66,10312.37,5,88818,-0.29,16.35,306,46358,71816.87,1/24/2013 15:27
72325.93,16.74,-0.62,0,0,21.46,-0.12,16662.66,21.98,-0.35,9.37,60,-37.88,146.96,305.83,0.33,0,-0.82,68.51,-0.6,16.77,10310.49,5.2,88843.4,-0.29,16.38,305.57,46388,71818.31,1/24/2013 15:32
72327.27,16.88,-0.54,0,0,21.2,-0.12,16600.85,23.16,-0.47,8.81,60,-38.11,148.34,0.67,306.12,0,-0.81,68.47,-0.81,16.89,10308.61,5,88869,-0.28,16.4,305.67,46418,71819.67,1/24/2013 15:37
72328.63,16.95,0,-0.54,0,22.45,-0.12,16439.62,22.45,-0.48,8.45,58,-36.27,149.74,0.73,305.89,0,-0.81,68.55,-1.07,16.9,10306.68,5,88894,-0.29,16.49,305.43,46447.2,71820.99,1/24/2013 15:42
72329.95,16.83,0,-0.62,0,21.76,-0.12,16567.56,21.99,-0.48,7.8,60,-35.41,151.14,0.76,305.86,0,-0.88,68.52,-0.73,16.9,10304.76,5.2,88919.2,-0.28,16.37,305.43,46477,71822.34,1/24/2013 15:47
72331.29,16.97,0.6,-0.14,0,23.68,-0.12,16561.58,23.22,-0.47,8.49,60,-38.06,152.5,1.99,307.68,0,-0.99,68.5,-0.57,16.97,10302.9,5.2,88945.2,-0.29,16.35,306.5,46506.8,71823.68,1/24/2013 15:52
72332.63,17.04,0,-0.18,0,24.6,-0.11,16333.07,23.84,-0.5,-46.25,8.37,57.5,153.86,2.03,308.53,0,-1.25,68.51,0.37,16.95,10301.21,5.25,88968.75,-0.3,16.29,308.17,46533.5,71824.99,1/24/2013 15:57
72333.96,17.01,0,-0.36,0,27.75,-0.12,16414.79,22.86,-0.52,-54.18,8.27,60,155.3,1.4,306.91,0,-0.68,68.5,-1.73,17.07,10299.3,5.2,88992.4,-0.29,16.38,306,46560,71826.33,1/24/2013 16:02
0,72335.28,17.07,-0.37,0,22.59,25.19,-0.11,16459.58,-0.49,-56.96,8.53,58,156.64,1.34,306.74,0,-0.63,68.48,-1.67,17.11,10297.5,5.2,89018.6,-0.3,16.38,306,46589,71827.69,1/24/2013 16:07
0,72336.63,17.16,-0.28,0,23.09,27.13,-0.11,16434.75,-0.49,-61.31,8.44,58,158.08,1.74,306.87,0,-0.54,68.48,-2.01,17.2,10295.57,89043,-0.3,4.8,16.47,306,46618.8,71829.02,1/24/2013 16:12
0,72338.09,17.29,-0.3,0,23.27,27.23,-0.1,16439.99,-0.5,-56.67,8.12,60,159.51,1.63,0,306.44,-0.54,68.56,-1.97,17.28,10293.62,89068.4,-0.29,5.2,16.44,305.57,46648,71830.45,1/24/2013 16:17
72339.41,17.35,-0.24,0,27.75,23.65,16416.87,-0.12,0,-0.57,-55.97,8.53,58,160.9,0,1.73,306.3,-0.49,68.56,-2.07,17.4,10291.73,89094,5,-0.29,16.49,305.33,46677.8,71831.8,1/24/2013 16:22
72340.65,-0.26,17.38,0,28.2,-0.11,16485.7,22.83,0,-53.76,10.67,60,-0.54,162.21,0,1.71,-0.5,306.16,-2.07,17.4,68.49,10289.93,5,-0.29,89119,16.43,305,71833.05,46707,1/24/2013 16:27
72342.01,-0.29,17.44,0,31.37,-0.11,16290.72,23.66,0,-50.06,10.39,58,-0.59,163.64,0,1.57,-0.55,305.95,-1.87,17.47,68.63,10287.95,5,89144,-0.3,16.53,305,71834.38,46736.8,1/24/2013 16:32
72343.45,17.47,-0.38,0,27.09,-0.12,16551.46,23.16,0,-40.28,10.12,60,-0.61,165.05,0,1.1,-0.67,305.53,-1.53,17.43,68.52,10285.95,5,89169,-0.29,16.39,304.57,71835.82,46766,1/24/2013 16:37
72344.78,17.39,-0.8,0,26.83,-0.12,16106.31,22.81,0,-35.36,9.07,58,-0.54,166.37,0,1.54,-1.61,297.67,68.49,-0.8,17.4,10283.95,5,89194,-0.31,16.35,298.57,71837.17,46795.2,1/24/2013 16:42
72346.13,17.51,-0.59,0,25.57,-0.12,0,16471.44,22.57,-28.39,9.13,60,-0.41,167.46,0,0.96,-0.86,295.27,68.5,-1.19,17.51,10281.77,5,89219,-0.29,16.41,295,71838.49,46825,1/24/2013 16:47
72347.56,17.53,-0.54,0,26.61,-0.12,0,16496,22.6,-0.43,-27.88,10.12,58,168.52,0,295.71,1.03,-0.8,68.55,-1.4,17.6,10279.56,5.2,89244.8,-0.29,16.4,295,71839.94,46854.2,1/24/2013 16:52
72348.88,17.59,-0.66,0,25.8,-0.12,0,16479.81,22.41,-0.41,-25.44,8.51,60,169.57,0,295.35,0.59,-0.9,68.54,-0.96,17.51,10277.37,5,89270,-0.29,16.35,295,71841.3,46884,1/24/2013 16:57
72350.23,17.58,-0.67,0,24.06,-0.12,0,16612.16,21.89,-0.36,-19.3,9.62,58,170.64,0.5,0,295.43,-0.9,68.6,-0.77,17.62,10275.15,5,89295,-0.3,16.32,295,71842.6,46913.4,1/24/2013 17:02
72351.57,17.7,-0.61,0,23.26,-0.11,0,16673.69,21.99,-0.37,-21.77,9.97,60,171.72,0.61,0,295.7,-0.85,68.5,-0.84,17.77,10272.92,5,89320,-0.29,16.34,295.43,71843.94,46943,1/24/2013 17:07
72352.9,17.89,-0.51,0,23.59,-0.11,0,16722.9,22.34,-0.39,-30.77,10.79,60,172.79,1.1,0,296.48,-0.74,68.57,-1.56,17.86,10270.75,5,89345,-0.29,16.39,296,71845.29,46973,1/24/2013 17:12
72354.32,17.9,-0.38,0,24.99,-0.11,0,16540.7,22.26,-0.41,11.72,60,-36.27,173.89,1.57,0,296.97,-0.61,68.51,-1.97,17.8,10268.58,5,89370,-0.29,16.45,296.14,71846.72,47003,1/24/2013 17:17
72355.67,17.87,-0.35,0,21.73,23.88,-0.11,0,16682.34,-0.42,-43.79,11.23,60,175,1.39,0,-0.63,296.41,-1.79,68.51,17.8,10266.39,5,89395,-0.28,295.86,16.34,47033,71848.04,1/24/2013 17:22
72357.02,17.91,-0.29,0,22.25,28.02,-0.11,0,16605.91,-0.53,-37.84,11.46,60,176.11,-0.62,1.9,0,296.5,-2.24,68.49,17.89,10264.14,5,89420,-0.29,295.17,16.4,71849.39,47063,1/24/2013 17:27
72358.45,17.9,-0.45,0,21.72,-0.12,23.14,0,16744.42,-0.57,-38.6,10.57,60,177.22,-0.74,1.33,0,295.93,-1.53,68.51,17.88,10261.9,5.4,89446.4,-0.29,295.57,16.39,71850.84,47092.4,1/24/2013 17:32
72359.78,18.01,-0.48,0,22.1,-0.11,16722.63,22.31,0,-33.74,-0.36,10.43,58,178.3,-0.7,1.16,0,295.64,-1.53,68.59,18,10259.67,5.2,89472.6,-0.29,16.46,295.29,71852.15,47122,1/24/2013 17:37
72361.14,18.12,-0.42,0,22.45,-0.11,16718.12,22,0,-40.13,-0.36,10.96,60,179.41,-0.63,1.13,0,295.73,-1.5,68.57,18,10257.39,5.4,89499.4,-0.3,16.45,295.5,71853.52,47152,1/24/2013 17:42
72362.6,18.11,-0.4,0,22.48,-0.11,16722.53,23.72,0,-38.13,60,-0.45,11.15,180.53,1.37,0,-0.64,296.13,-1.77,68.57,18.07,10255.13,5,89522.5,-0.28,16.59,295.57,71854.98,47179,1/24/2013 17:47
72363.92,18.02,0.18,0.8,22.87,-0.12,16492.41,0,25.24,-44.13,60,-0.38,11.07,181.65,3.37,0,-1.09,297.43,-0.71,68.55,17.91,10252.9,4.8,89544.6,-0.29,16.44,296.57,71856.3,47206,1/24/2013 17:52
-0.19,72365.28,17.86,0,23.45,28.15,-0.11,16424.91,0,-42.23,58,-0.46,11.5,182.81,2.4,0,-0.46,298.02,-2.7,68.51,17.72,10250.68,5,89569,-0.29,16.49,297,71857.65,47235.6,1/24/2013 17:57
-0.22,72366.62,17.74,0,22.72,28.43,-0.11,0,16535.37,-49.5,60,-0.62,11.53,183.97,2.21,0,-0.45,297.73,-2.59,68.53,17.66,10248.48,5,89594,-0.3,16.39,297,71859.01,47265,1/24/2013 18:02
0.12,72367.94,17.77,0.4,21.84,26.98,-0.11,0,16763.09,-47.81,11.7,60,-0.46,185.14,3.13,0,-0.74,299.43,-3.37,68.43,17.7,10246.34,5,89619,-0.29,16.34,299.17,71860.33,47295,1/24/2013 18:07
0.2,72369.39,17.78,0,22.81,29.58,-0.12,0,16686.29,-50.1,11.27,60,-0.36,186.4,2.18,0,-0.89,300.81,68.47,-1.22,17.77,10244.18,5.2,89644.2,-0.29,16.39,300.43,71861.76,47325,1/24/2013 18:12
-0.15,72370.75,17.8,0,21.78,-0.12,31.87,0,16562.68,11.29,58,-0.29,-50.93,187.64,1.73,0,-0.48,301.87,68.56,-2.19,17.73,10242.18,5,89670,-0.3,16.48,301.57,71863.11,47354,1/24/2013 18:17
17.76,-0.16,72372.06,0,-0.11,22.15,32.92,0,16574.55,-0.37,-50.76,11.3,60,188.98,1.81,0,301.98,-0.42,68.65,-2.21,17.71,10240.08,89695,5,-0.29,16.43,301.67,71864.46,47384,1/24/2013 18:22
17.74,72373.51,0,-0.26,-0.12,35.23,0,16225.33,22.86,-0.4,-48.88,11.02,58,190.3,0,1.57,301.77,-0.56,68.49,-1.97,17.67,10237.97,89720,5,-0.29,16.54,301.43,71865.89,47413.2,1/24/2013 18:27
17.67,72374.86,0,-0.34,-0.11,30.69,0,22.39,16513.39,-0.51,-46.06,11.46,60,191.59,0,1.19,-0.6,301.4,68.54,-1.61,17.63,10235.91,89745.6,5.2,-0.29,16.45,300.71,71867.24,47443,1/24/2013 18:32
17.77,72376.19,0,-0.23,-0.12,35.03,0,23.08,16328.15,-0.53,-44.33,10.46,58,192.88,0,1,-1.01,300.35,68.53,-1.34,17.67,10233.79,89771,5,-0.3,16.54,300,71868.6,47472,1/24/2013 18:37
17.72,72377.67,0,-0.37,-0.12,29.18,0,22.97,16486.44,-0.53,-44.25,10.28,58,194.12,0,1.43,-0.66,299.96,68.52,17.7,-1.8,10231.64,89796,5,-0.29,299.43,16.53,71870.03,47501.6,1/24/2013 18:42
17.75,72379,0.2,-0.06,-0.12,34.24,0,22.45,16448.36,-0.57,-45.29,11.06,60,195.34,0,2.01,-0.93,299.44,68.48,17.74,-1.86,10229.51,89821,5,-0.29,298.57,16.53,71871.38,47531,1/24/2013 18:47
17.77,72380.35,0.2,-0.05,-0.12,35.94,0,22.44,16600.12,-0.6,-53.79,10.49,60,196.53,0,2.63,-0.48,299.12,68.56,17.8,-3.03,10227.31,89846,5,-0.29,298.17,16.64,71872.75,47561,1/24/2013 18:52
17.8,72381.74,2,0.74,-0.12,32.81,0,17047.2,22.21,-0.56,-53.97,11.87,60,197.82,3.52,0,-0.42,307.74,17.78,68.5,-4.3,10225.18,89871,5,-0.29,305.29,16.59,71874.09,47591,1/24/2013 18:57
17.74,72383.05,0.6,0.03,-0.11,30.89,0,16449.46,22.24,-0.74,-48.13,11.71,60,206.07,1.99,0,-0.52,312.1,17.66,68.56,-2.31,10223.31,89896,5,-0.29,311,16.56,71875.45,47621,1/24/2013 19:02
17.72,72384.53,0,-0.07,-0.11,28.82,16583.74,22.17,0,-0.63,-49.92,11.73,58,201.03,2.4,0,-0.41,311.21,17.62,68.58,-2.77,10221.43,5.2,89921.4,-0.3,310.29,16.61,71876.91,47650.4,1/24/2013 19:07
17.62,72385.88,0,-0.28,24.62,-0.11,16668.27,22.03,0,-0.62,-44.57,11.1,60,202.64,1.84,0,-0.6,310.14,17.56,68.51,-2.23,10219.56,5,89947,-0.29,16.49,309.71,71878.24,47680,1/24/2013 19:12
17.59,72387.21,0,-0.34,26.61,-0.1,16500.78,22.84,0,-0.55,-47.93,10.83,60,204.12,1.61,0,-0.65,309.87,17.54,68.61,-1.4,10217.78,5.4,89973.2,-0.29,16.56,309.33,71879.6,47710,1/24/2013 19:17
17.55,72388.68,0.6,0.35,28.61,-0.11,16665.05,22.53,0,-40.7,60,-0.49,11.38,205.75,2.53,0,-0.85,314.13,17.52,68.54,-2.72,10215.93,5,89999,-0.28,16.56,313,71881.07,47740,1/24/2013 19:22
-0.46,0,72390.04,17.51,16405.32,30.72,-0.12,0,23.29,58,-0.56,-41.63,10.71,207.43,0.76,0,-0.77,313.91,68.48,-1.04,17.41,10214.19,5,90024,-0.3,16.52,313.29,71882.4,47769.2,1/24/2013 19:27
-0.22,0,72391.36,17.42,16519.45,29.41,-0.11,0,22.44,60,-0.53,-46.3,11.57,209.14,0,-0.51,315.6,1.81,68.49,-2.13,17.39,10212.45,5,90049,-0.29,16.49,315,71883.75,47799,1/24/2013 19:32
-0.13,0,72392.82,17.33,32.45,-0.11,0,16193.5,23.03,58,-0.49,-49.08,10.7,210.83,0,-0.95,310.53,1.27,68.51,-1.03,17.2,10210.69,5,90074,-0.29,16.51,310.57,71885.2,47828.2,1/24/2013 19:37
-0.26,0,72394.18,17.12,29.19,-0.11,16494.23,23.55,0,58,-0.48,-50.19,10.61,212.36,0,-0.6,310.03,1.43,-1.79,68.55,17.09,10208.89,5,90099,-0.3,16.47,309.86,71886.53,47857.6,1/24/2013 19:42
-0.19,0,72395.5,17.16,28.86,-0.12,16457.09,22.89,0,9.6,60,-0.41,-52.07,213.88,0,-0.94,307.88,2.21,-2,68.55,17.07,10207.04,5,90124,-0.29,16.55,307.5,71887.9,47887,1/24/2013 19:47
-0.22,0,72396.96,17.09,26.58,-0.11,16382.87,22.46,0,8.33,58,-0.48,-47.58,215.32,0,-0.91,305.19,1.62,-1.67,68.49,17,10205.12,5,90149,-0.28,16.53,305,71889.34,47916.4,1/24/2013 19:52
-0.31,0,72398.33,17.03,24.76,-0.1,16577.03,22.14,0,9.54,60,-0.57,-54.99,216.67,0,-0.61,305.33,1.54,68.56,-1.84,16.93,10203.2,5,90174,-0.29,16.61,304.83,71890.68,47946,1/24/2013 19:57
72399.67,16.97,-0.38,0,28.16,-0.11,16327.42,23.48,0,9.1,-0.57,-47.8,58,218.02,0,-0.63,305.21,1.8,68.57,-2.17,16.83,10201.25,5,90199,-0.29,16.61,304,71892.05,47975.6,1/24/2013 20:02
72401.01,16.89,-0.45,0,26.61,-0.11,16397.41,22.76,0,8.46,-0.54,-46.37,60,219.37,-0.83,305.24,1.6,0,68.53,-2,16.83,10205.96,5,-0.29,90224,16.53,304.29,71893.41,48005,1/24/2013 20:07
72402.37,16.81,0.11,1.6,24.06,-0.11,16559.55,22.67,0,8.71,-0.39,-43,60,220.77,-1.06,310.08,1.94,0,68.47,-2.29,16.66,10197.45,5,-0.29,90249,16.49,309.33,71894.73,48035,1/24/2013 20:12
72403.81,16.6,-0.54,0,20.44,-0.1,16583.1,22.62,0,-0.32,9.6,-35.48,58,222.23,309.77,-0.84,1.27,0,68.55,-1.53,16.37,10195.73,5,-0.28,90274,16.38,309.57,71896.2,48064.6,1/24/2013 20:17
72405.15,16.47,-0.31,0,29.7,-0.11,16486.34,22.97,0,-0.29,-29.16,9.27,60,223.68,311,-1.09,2.37,0,68.59,-2.3,16.34,10194.02,5,-0.29,90299,16.49,310.57,71897.52,48094,1/24/2013 20:22
0,-0.46,16.25,72406.51,0,-0.12,32.22,23.45,16354.36,13.5,58,-0.23,-28.11,225.24,-0.76,312.72,0,1.03,-1.34,16.11,68.51,10192.33,-0.29,5,90324,312.5,16.47,71898.87,48123.2,1/24/2013 20:27
0,-0.4,16,72407.93,0,-0.12,27.72,22.09,16585.49,13.2,60,-0.24,-34.15,226.79,-0.7,313.03,1.07,0,-1.37,15.9,68.44,10190.7,-0.29,5,90349,312.86,16.33,71900.33,48153,1/24/2013 20:32
0,-0.37,15.99,72409.26,0,-0.12,27.36,22.1,16631.11,13.24,60,-0.27,-35.89,228.32,-0.67,313.27,1.26,0,-1.63,15.87,68.51,10189.11,-0.29,5,90374,313.43,16.24,71901.64,48183,1/24/2013 20:37
0.6,-0.05,15.9,72410.6,0,-0.12,27.79,22.51,16646.1,10.97,60,-0.24,-35.3,229.88,-1.09,313,1.89,0,-2.39,15.81,68.62,10187.5,-0.29,5.4,90400,313.5,16.29,71902.96,48213,1/24/2013 20:42
0.2,-0.2,15.85,72412.02,0,-0.12,26.6,22.45,16568.2,-36.5,8.72,58,-0.27,231.45,-1.2,314.6,0.78,0,-1.1,15.82,68.47,10185.92,-0.29,5.2,90426.4,314.71,16.27,71904.41,48242.6,1/24/2013 20:47
0.8,0.06,15.95,72413.34,0,-0.11,21.43,21.88,16821.86,-31.83,7.94,62,-0.27,233.03,-1.32,317.54,1.34,0,-0.76,15.77,68.57,10184.4,-0.29,5.2,90452.6,317.14,16.29,71905.73,48272.2,1/24/2013 20:52
0.6,0.31,15.88,72414.68,0,-0.11,23.67,22.37,16603.89,-30.88,11.57,58,-0.24,234.73,-1.53,318.78,4.05,0,-3.83,15.77,68.38,10182.95,-0.28,5.2,90479,320.17,16.23,71907.06,48302.8,1/24/2013 20:57
0,-0.75,15.6,72415.99,0,-0.15,31.01,22.37,15829.84,-40.03,9.66,58,-0.36,236.22,-2.14,300.44,2.53,0,0.8,15.27,68.54,10181.38,-0.31,90505,5.2,302.43,16.21,71908.39,48331,1/24/2013 21:02
0.2,0.02,15.27,72417.32,0,-0.13,25.48,22.08,16649.6,-43.86,9.79,60,-0.56,237.18,-1.34,295.08,0,2.53,-2.56,15.27,68.4,10179.5,-0.29,90530,5,294.17,16.11,71909.68,48361,1/24/2013 21:07
0.8,0.19,15.38,72418.75,0,-0.13,28.6,22.31,16819.74,-44.55,8.52,60,-0.37,238.1,-1.24,297.26,0,4.92,-2.4,15.43,68.51,10177.54,-0.29,90554.6,4.8,296,16.26,71911.12,48390.8,1/24/2013 21:12
0,0.43,15.6,72420.05,0,-0.11,34.85,22.75,16651.16,-45.19,8.86,58,-0.31,239.21,-1.24,306.86,0,3.73,15.64,-2.43,68.68,10175.73,-0.3,90579.2,5.2,305.43,16.34,71912.45,48420.6,1/24/2013 21:17
0.01,0.2,15.65,72421.4,28.52,0,-0.13,22.33,16460.5,-42.63,9.54,60,-0.41,240.61,1.14,309.88,-1.29,0,15.6,-0.31,68.51,10174,-0.29,5,90605,309.33,16.3,71913.77,48450,1/24/2013 21:22
15.65,72422.84,-0.11,0,29.31,0,22.51,16458.29,-0.13,-41,8.93,-0.35,58,242.04,2.62,310.94,0,-1.2,15.68,-2.67,68.49,10172.33,-0.29,5,90630,310.57,16.23,71915.22,48479.8,1/24/2013 21:27
15.69,72424.15,-0.45,0,34.26,0,23.61,16215.94,-0.13,-40.63,8.9,-0.13,58,243.4,1.06,309.19,0,-1.06,15.64,-1.16,68.52,10170.76,-0.29,5,90654.8,310,16.42,71916.54,48508.8,1/24/2013 21:32
15.68,72425.51,-0.5,0,-0.13,0,34.19,23.22,16419.48,-37.29,10.23,-0.03,60,244.81,0.73,307.07,0,-1.05,15.6,-0.91,68.53,10169.08,-0.3,5.2,90680.4,307.5,16.38,71917.88,48538,1/24/2013 21:37
15.81,72426.94,-0.57,0,-0.14,0,34.77,22.26,16455.72,-38.83,10.27,-0.05,58,246.19,0.5,307.23,0,-0.82,-0.8,15.75,68.59,10167.36,-0.3,5,90706,307.86,16.41,71919.33,48567.4,1/24/2013 21:42
15.88,72428.27,-0.59,0,-0.14,0,30.52,23.61,16304.15,9.14,-44.09,-0.15,60,247.55,0.9,306.33,0,-0.99,-0.57,15.86,68.63,10165.64,-0.29,5.2,90731.2,307,16.44,71920.64,48597,1/24/2013 21:47
15.82,72429.63,-0.66,0,-0.13,0,24.86,23.42,16319.23,8.54,-39.06,-0.31,58,248.83,1.27,301.97,0,-1.26,0.29,15.71,68.53,10163.84,-0.28,5,90757,302,16.39,71922.01,48626,1/24/2013 21:52
15.72,72431.05,-0.43,0,-0.12,0,21.05,21.77,16741.84,7.78,-38.9,-0.43,60,250.01,1.7,302.93,0,-0.93,-0.63,15.7,68.6,10161.98,-0.28,5,90782,301.71,16.32,71923.43,48656,1/24/2013 21:57
72432.39,15.77,-0.26,0.4,-0.13,0,29.86,23.43,16322.63,8.67,-35.64,-0.38,57.5,251.26,1.5,306.9,0,-1.2,-1.91,15.74,68.54,10160.2,-0.28,5,90804.5,306.57,16.57,71924.77,48682.5,1/24/2013 22:02
72433.75,-0.59,0,15.72,-0.13,0,34.39,24.44,16092.7,8.73,-34.73,-0.31,58,252.6,0.89,306.88,0,-1.03,-0.79,15.64,68.51,10158.45,-0.3,5.2,90827.6,306.83,16.47,71926.13,48708.4,1/24/2013 22:07
72435.07,-0.22,0,15.6,-0.13,0,31.61,23.22,16313.99,8.8,-40.03,-0.34,58,253.93,2.38,307.36,0,-1.32,-2.1,15.58,68.58,10156.71,-0.3,5,90853,306.57,16.36,71927.46,48737.2,1/24/2013 22:12
72436.4,-0.39,0,15.58,-0.13,0,38.04,24.09,16070.63,8.53,-0.5,-47.97,58,255.25,2.09,308.08,0,-1.11,-1.94,15.59,68.58,10155.01,-0.3,5,90878,307.33,16.43,71928.79,48766.4,1/24/2013 22:17
72437.87,0,-0.15,15.66,23.09,-0.13,0,35.7,16207.48,-0.48,9.33,-48.88,58,256.57,0.82,0,-1.05,306.1,68.56,-1.3,15.58,10153.25,-0.29,5.2,90903.4,16.4,305.43,71930.25,48795.2,1/24/2013 22:22
0.2,-0.14,15.73,72439.18,23.21,41.44,16302.68,0,-0.12,-0.48,58,-47.1,9.74,257.87,-1.11,306.21,0,1.17,68.58,-1.56,15.73,10151.48,-0.31,90929.8,5.2,16.55,305.14,71931.57,48824.4,1/24/2013 22:27
0,-0.16,15.79,72440.55,23.54,41.21,16192.4,0,-0.12,-0.49,58,-47.27,9.51,259.09,-1.14,306.12,0,1.59,68.58,-0.99,15.8,10149.79,-0.29,90956.4,5.4,16.51,305.17,71932.93,48853.2,1/24/2013 22:32
0,-0.29,15.88,72442,23.49,42.21,16131.14,0,-0.13,-0.49,58,-45.22,8.9,260.41,-1.07,306.96,0,2.22,68.59,15.87,-2.32,10148,-0.29,90982,5,16.52,306,71934.38,48882.2,1/24/2013 22:37
0,-0.39,15.84,72443.34,23.14,40.69,15876.1,0,-0.13,-0.58,56,-49.17,9.14,261.7,-1.49,302.96,0,2.61,68.55,15.84,-1.77,10146.23,-0.3,91007,5,16.43,302.86,71935.72,48911,1/24/2013 22:42
0,-0.39,15.87,72444.7,22.5,38.68,16126.36,0,-0.14,-0.62,58,-51.73,7.81,262.8,-1.61,294.48,0,1.79,68.47,15.86,-1.49,10144.3,-0.29,91032.2,5.2,16.39,294.17,71937.08,48939.6,1/24/2013 22:47
0,-0.51,16,72446.11,22.38,15797.56,39.33,0,-0.14,-0.67,58,-51.87,7.42,263.6,-1.88,285.21,0,2.88,68.4,15.97,2.08,10142.22,-0.31,91058,5,16.36,285.14,48968.4,71938.49,1/24/2013 22:52
0,-0.41,16.14,72447.47,16136.66,42.28,24.29,0,-0.13,-0.72,58,-53.97,7.61,264.02,0.66,-1.22,280.1,0,68.6,16.21,-0.03,10140.04,-0.31,91083,5,16.52,278.14,48997,71939.85,1/24/2013 22:57
0,-0.35,16.3,72448.82,16029.51,37.03,23.63,0,-0.12,-0.79,56,-47.93,7.7,264.37,1.83,-1.15,280.05,0,68.49,16.24,-2.17,10137.79,-0.29,5.2,91109,16.66,278.33,49025.8,71941.18,1/24/2013 23:02
0.4,0.44,16.17,72450.26,16991.09,23.48,23.27,-0.11,0,-0.56,62,-39.65,7.37,264.77,2.62,-1.04,287.04,0,68.43,16.08,-3,10135.55,-0.29,5,91134,16.3,284,49055.2,71942.65,1/24/2013 23:07
